Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:43:21.953141,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:21.953141,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:21.953141,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:21.953141,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:21.953141,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:21.973087,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:21.973087,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:21.973087,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:21.973087,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:21.973087,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:21.989021,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:21.989021,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:21.989021,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:21.989021,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:21.989021,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:22.019507,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:22.019507,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:22.019507,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:22.019507,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:22.019507,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:22.034855,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:22.034855,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:22.034855,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:22.034855,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:22.034855,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:22.066033,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:22.066033,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:22.066033,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:22.066033,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:22.066033,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:22.081978,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:22.081978,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:22.081978,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:22.081978,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:22.081978,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:22.113280,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:22.113280,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:22.113280,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:22.113280,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:22.113280,5555555555,xyz,Disconnected,2000,A000005
