Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:43:17.253736,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.253736,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.253736,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.253736,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.253736,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.283113,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.283113,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.283113,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.283113,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.283113,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.298063,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.298063,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.298063,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.298063,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.298063,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.329957,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.329957,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.329957,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.329957,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.329957,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.344909,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.344909,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.344909,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.344909,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.344909,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.376336,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.376336,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.376336,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.376336,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.376336,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.392283,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.392283,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.392283,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.392283,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.392283,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.422927,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.422927,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.422927,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.422927,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.422927,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.438538,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.438538,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.438538,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.438538,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.438664,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.468725,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.468802,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.468802,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.468802,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.468802,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.484138,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.484138,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.484138,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.484138,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.484138,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.515061,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.515061,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.515061,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.515061,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.515061,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.530566,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.530566,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.530566,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.530566,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.530566,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.562460,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.562460,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.562460,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.562460,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.562460,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.577220,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.577220,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.577220,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.577220,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.577220,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.608766,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.608766,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.608766,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.608766,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.608766,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.624813,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.624813,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.624813,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.624813,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.624813,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:17.678598,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:17.678598,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:17.678598,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:17.678598,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:17.678598,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:17.685982,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:17.685982,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:17.685982,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:17.685982,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:17.685982,5555555555,xyz,Connected,0,A000005
