Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used
2022-03-11 02:43:40.939892,1111111111,xyz,Connected,0
2022-03-11 02:43:40.939892,2222222222,xyz,Connected,0
2022-03-11 02:43:40.939892,3333333333,xyz,Connected,0
2022-03-11 02:43:40.939892,4444444444,xyz,Connected,0
2022-03-11 02:43:40.939892,5555555555,xyz,Connected,0
2022-03-11 02:43:40.967876,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:40.967876,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:40.967876,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:40.967876,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:40.967876,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:40.983921,1111111111,xyz,Connected,0
2022-03-11 02:43:40.983921,2222222222,xyz,Connected,0
2022-03-11 02:43:40.983921,3333333333,xyz,Connected,0
2022-03-11 02:43:40.983921,4444444444,xyz,Connected,0
2022-03-11 02:43:40.983921,5555555555,xyz,Connected,0
2022-03-11 02:43:41.015862,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.015862,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.015862,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.016040,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.016040,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.031530,1111111111,xyz,Connected,0
2022-03-11 02:43:41.031530,2222222222,xyz,Connected,0
2022-03-11 02:43:41.031530,3333333333,xyz,Connected,0
2022-03-11 02:43:41.031530,4444444444,xyz,Connected,0
2022-03-11 02:43:41.031530,5555555555,xyz,Connected,0
2022-03-11 02:43:41.083683,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.083683,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.083683,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.083683,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.083683,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.099174,1111111111,xyz,Connected,0
2022-03-11 02:43:41.099174,2222222222,xyz,Connected,0
2022-03-11 02:43:41.099174,3333333333,xyz,Connected,0
2022-03-11 02:43:41.099174,4444444444,xyz,Connected,0
2022-03-11 02:43:41.099174,5555555555,xyz,Connected,0
2022-03-11 02:43:41.191772,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.192769,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.192769,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.192769,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.192769,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.235189,1111111111,xyz,Connected,0
2022-03-11 02:43:41.235189,2222222222,xyz,Connected,0
2022-03-11 02:43:41.235189,3333333333,xyz,Connected,0
2022-03-11 02:43:41.235189,4444444444,xyz,Connected,0
2022-03-11 02:43:41.235189,5555555555,xyz,Connected,0
2022-03-11 02:43:41.322546,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.322546,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.322546,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.322546,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.322546,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.342591,1111111111,xyz,Connected,0
2022-03-11 02:43:41.342591,2222222222,xyz,Connected,0
2022-03-11 02:43:41.342591,3333333333,xyz,Connected,0
2022-03-11 02:43:41.342591,4444444444,xyz,Connected,0
2022-03-11 02:43:41.342591,5555555555,xyz,Connected,0
2022-03-11 02:43:41.372153,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.372246,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.372246,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.372246,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.372246,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.387749,1111111111,xyz,Connected,0
2022-03-11 02:43:41.387749,2222222222,xyz,Connected,0
2022-03-11 02:43:41.387749,3333333333,xyz,Connected,0
2022-03-11 02:43:41.387749,4444444444,xyz,Connected,0
2022-03-11 02:43:41.387749,5555555555,xyz,Connected,0
2022-03-11 02:43:41.418529,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.418529,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.418529,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.418529,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.418529,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.434373,1111111111,xyz,Connected,0
2022-03-11 02:43:41.434373,2222222222,xyz,Connected,0
2022-03-11 02:43:41.434373,3333333333,xyz,Connected,0
2022-03-11 02:43:41.434373,4444444444,xyz,Connected,0
2022-03-11 02:43:41.434373,5555555555,xyz,Connected,0
2022-03-11 02:43:41.465629,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.465629,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.465629,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.465629,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.465629,5555555555,xyz,Disconnected,2000
2022-03-11 02:43:41.481575,1111111111,xyz,Connected,0
2022-03-11 02:43:41.481575,2222222222,xyz,Connected,0
2022-03-11 02:43:41.481575,3333333333,xyz,Connected,0
2022-03-11 02:43:41.481575,4444444444,xyz,Connected,0
2022-03-11 02:43:41.481575,5555555555,xyz,Connected,0
2022-03-11 02:43:41.511417,1111111111,xyz,Disconnected,2000
2022-03-11 02:43:41.511417,2222222222,xyz,Disconnected,2000
2022-03-11 02:43:41.511417,3333333333,xyz,Disconnected,2000
2022-03-11 02:43:41.511417,4444444444,xyz,Disconnected,2000
2022-03-11 02:43:41.511417,5555555555,xyz,Disconnected,2000
