Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:43:31.453713,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.453713,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.453713,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.453713,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.453713,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.482899,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.482899,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.482899,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.482899,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.482899,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.498395,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.498395,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.498395,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.498395,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.498395,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.529928,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.529928,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.529928,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.530226,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.530226,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.545618,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.545618,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.545618,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.545618,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.545618,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.575857,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.575857,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.575857,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.575857,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.575857,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.590962,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.590962,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.591077,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.591077,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.591077,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.622007,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.622007,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.622007,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.622007,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.622007,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.637186,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.637186,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.637186,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.637186,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.637186,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.668276,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.668276,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.668276,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.668276,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.668276,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.684220,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.684220,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.684220,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.684220,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.684220,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.715766,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.715766,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.715766,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.715766,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.715766,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.731767,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.731767,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.731767,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.731767,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.731767,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.763157,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.763157,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.763157,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.763157,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.763157,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.779478,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.779478,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.779478,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.779478,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.779478,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.809804,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.809804,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.809804,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.809804,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.809804,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.825306,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.825306,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.825306,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.825306,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.825306,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.856556,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.856556,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.856556,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.856556,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.856556,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.871718,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.871718,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.871718,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.871718,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.871718,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.902878,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.902878,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.902878,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.902878,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.902878,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.919563,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.919563,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.919563,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.919563,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.919563,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:31.949589,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:31.949589,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:31.949589,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:31.949589,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:31.949589,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:31.964536,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:31.964536,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:31.964536,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:31.964536,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:31.964536,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:32.011764,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:32.011764,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:32.011764,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:32.011764,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:32.011764,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:32.027140,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:32.027140,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:32.027140,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:32.027140,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:32.027140,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:32.060306,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:32.060306,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:32.060306,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:32.060306,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:32.060306,5555555555,xyz,Disconnected,2000,A000005
