Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:43:12.592999,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:12.593996,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:12.593996,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:12.593996,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:12.593996,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:12.623616,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:12.623616,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:12.623616,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:12.623616,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:12.623616,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:12.638884,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:12.638884,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:12.638884,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:12.638884,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:12.638884,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:12.670965,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:12.670965,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:12.670965,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:12.670965,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:12.670965,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:12.686110,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:12.686110,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:12.686110,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:12.686110,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:12.686110,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:12.716371,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:12.716371,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:12.716371,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:12.716371,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:12.716371,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:12.732442,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:12.732442,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:12.732442,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:12.732442,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:12.732442,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:12.762419,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:12.762419,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:43:12.762419,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:43:12.762419,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:43:12.762419,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:43:12.778183,1111111111,xyz,Connected,0,A000001
2022-03-11 02:43:12.778183,2222222222,xyz,Connected,0,A000002
2022-03-11 02:43:12.778183,3333333333,xyz,Connected,0,A000003
2022-03-11 02:43:12.778183,4444444444,xyz,Connected,0,A000004
2022-03-11 02:43:12.778183,5555555555,xyz,Connected,0,A000005
2022-03-11 02:43:12.808458,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:43:12.808458,2222222222,xyz,Disconnected,2000,A000002
