Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used
2022-03-02 10:50:47.924368,1111111111,xyz,Connected,0
2022-03-02 10:50:47.924368,2222222222,xyz,Connected,0
2022-03-02 10:50:47.924368,3333333333,xyz,Connected,0
2022-03-02 10:50:47.924368,4444444444,xyz,Connected,0
2022-03-02 10:50:47.924368,5555555555,xyz,Connected,0
2022-03-02 10:50:49.945089,1111111111,xyz,Disconnected,2000
2022-03-02 10:50:49.945089,2222222222,xyz,Disconnected,2000
2022-03-02 10:50:49.945089,3333333333,xyz,Disconnected,2000
2022-03-02 10:50:49.945089,4444444444,xyz,Disconnected,2000
2022-03-02 10:50:49.945089,5555555555,xyz,Disconnected,2000
2022-03-02 10:50:55.961539,1111111111,xyz,Connected,0
2022-03-02 10:50:55.961539,2222222222,xyz,Connected,0
2022-03-02 10:50:55.961539,3333333333,xyz,Connected,0
2022-03-02 10:50:55.961539,4444444444,xyz,Connected,0
2022-03-02 10:50:55.961539,5555555555,xyz,Connected,0
2022-03-02 10:50:57.975040,1111111111,xyz,Disconnected,2000
2022-03-02 10:50:57.975040,2222222222,xyz,Disconnected,2000
2022-03-02 10:50:57.975040,3333333333,xyz,Disconnected,2000
2022-03-02 10:50:57.975040,4444444444,xyz,Disconnected,2000
2022-03-02 10:50:57.975040,5555555555,xyz,Disconnected,2000
2022-03-02 10:51:03.984505,1111111111,xyz,Connected,0
2022-03-02 10:51:03.984505,2222222222,xyz,Connected,0
2022-03-02 10:51:03.984505,3333333333,xyz,Connected,0
2022-03-02 10:51:03.984505,4444444444,xyz,Connected,0
2022-03-02 10:51:03.984505,5555555555,xyz,Connected,0
2022-03-02 10:51:06.001251,1111111111,xyz,Disconnected,2000
2022-03-02 10:51:06.001251,2222222222,xyz,Disconnected,2000
2022-03-02 10:51:06.001251,3333333333,xyz,Disconnected,2000
2022-03-02 10:51:06.001251,4444444444,xyz,Disconnected,2000
2022-03-02 10:51:06.001251,5555555555,xyz,Disconnected,2000
2022-03-02 10:51:12.012133,1111111111,xyz,Connected,0
2022-03-02 10:51:12.012133,2222222222,xyz,Connected,0
2022-03-02 10:51:12.012133,3333333333,xyz,Connected,0
2022-03-02 10:51:12.012133,4444444444,xyz,Connected,0
2022-03-02 10:51:12.012133,5555555555,xyz,Connected,0
2022-03-02 10:51:14.029359,1111111111,xyz,Disconnected,2000
2022-03-02 10:51:14.029359,2222222222,xyz,Disconnected,2000
2022-03-02 10:51:14.029359,3333333333,xyz,Disconnected,2000
2022-03-02 10:51:14.029359,4444444444,xyz,Disconnected,2000
2022-03-02 10:51:14.029359,5555555555,xyz,Disconnected,2000
2022-03-02 10:51:20.043888,1111111111,xyz,Connected,0
2022-03-02 10:51:20.043888,2222222222,xyz,Connected,0
2022-03-02 10:51:20.043888,3333333333,xyz,Connected,0
2022-03-02 10:51:20.043888,4444444444,xyz,Connected,0
2022-03-02 10:51:20.043888,5555555555,xyz,Connected,0
2022-03-02 10:51:22.057030,1111111111,xyz,Disconnected,2000
2022-03-02 10:51:22.057030,2222222222,xyz,Disconnected,2000
2022-03-02 10:51:22.057030,3333333333,xyz,Disconnected,2000
2022-03-02 10:51:22.057030,4444444444,xyz,Disconnected,2000
2022-03-02 10:51:22.057030,5555555555,xyz,Disconnected,2000
2022-03-02 10:51:28.068016,1111111111,xyz,Connected,0
2022-03-02 10:51:28.068016,2222222222,xyz,Connected,0
2022-03-02 10:51:28.068016,3333333333,xyz,Connected,0
2022-03-02 10:51:28.068016,4444444444,xyz,Connected,0
2022-03-02 10:51:28.068016,5555555555,xyz,Connected,0
2022-03-02 10:51:30.076239,1111111111,xyz,Disconnected,2000
2022-03-02 10:51:30.076239,2222222222,xyz,Disconnected,2000
2022-03-02 10:51:30.076239,3333333333,xyz,Disconnected,2000
2022-03-02 10:51:30.076239,4444444444,xyz,Disconnected,2000
