Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used
2022-02-28 09:10:47.229996,1111111111,xyz,Connected,0
2022-02-28 09:10:47.229996,2222222222,xyz,Connected,0
2022-02-28 09:10:47.229996,3333333333,xyz,Connected,0
2022-02-28 09:10:47.229996,4444444444,xyz,Connected,0
2022-02-28 09:10:47.229996,5555555555,xyz,Connected,0
2022-02-28 09:10:47.229996,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:47.229996,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:47.229996,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:47.229996,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:47.229996,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:48.229996,1111111111,xyz,Connected,0
2022-02-28 09:10:48.229996,2222222222,xyz,Connected,0
2022-02-28 09:10:48.229996,3333333333,xyz,Connected,0
2022-02-28 09:10:48.229996,4444444444,xyz,Connected,0
2022-02-28 09:10:48.229996,5555555555,xyz,Connected,0
2022-02-28 09:10:48.229996,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:48.229996,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:48.229996,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:48.229996,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:48.229996,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:49.229996,1111111111,xyz,Connected,0
2022-02-28 09:10:49.229996,2222222222,xyz,Connected,0
2022-02-28 09:10:49.229996,3333333333,xyz,Connected,0
2022-02-28 09:10:49.229996,4444444444,xyz,Connected,0
2022-02-28 09:10:49.229996,5555555555,xyz,Connected,0
2022-02-28 09:10:49.229996,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:49.229996,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:49.229996,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:49.229996,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:49.229996,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:50.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:50.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:50.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:50.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:50.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:50.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:50.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:50.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:50.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:50.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:51.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:51.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:51.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:51.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:51.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:51.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:51.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:51.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:51.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:51.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:52.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:52.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:52.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:52.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:52.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:52.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:52.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:52.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:52.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:52.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:53.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:53.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:53.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:53.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:53.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:53.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:53.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:53.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:53.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:53.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:54.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:54.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:54.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:54.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:54.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:54.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:54.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:54.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:54.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:54.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:54.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:54.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:55.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:55.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:55.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:55.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:55.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:55.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:55.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:55.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:55.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:55.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:56.230352,1111111111,xyz,Connected,0
2022-02-28 09:10:56.230352,2222222222,xyz,Connected,0
2022-02-28 09:10:56.230352,3333333333,xyz,Connected,0
2022-02-28 09:10:56.230352,4444444444,xyz,Connected,0
2022-02-28 09:10:56.230352,5555555555,xyz,Connected,0
2022-02-28 09:10:56.230352,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:56.230352,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:56.230352,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:56.230352,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:56.230352,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:57.231448,1111111111,xyz,Connected,0
2022-02-28 09:10:57.231448,2222222222,xyz,Connected,0
2022-02-28 09:10:57.231448,3333333333,xyz,Connected,0
2022-02-28 09:10:57.231448,4444444444,xyz,Connected,0
2022-02-28 09:10:57.231448,5555555555,xyz,Connected,0
2022-02-28 09:10:57.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:57.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:57.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:57.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:57.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:58.231448,1111111111,xyz,Connected,0
2022-02-28 09:10:58.231448,2222222222,xyz,Connected,0
2022-02-28 09:10:58.231448,3333333333,xyz,Connected,0
2022-02-28 09:10:58.231448,2222222222,xyz,Connected,0
2022-02-28 09:10:58.231448,3333333333,xyz,Connected,0
2022-02-28 09:10:58.231448,4444444444,xyz,Connected,0
2022-02-28 09:10:58.231448,5555555555,xyz,Connected,0
2022-02-28 09:10:58.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:58.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:58.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:58.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:58.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:10:59.231448,1111111111,xyz,Connected,0
2022-02-28 09:10:59.231448,2222222222,xyz,Connected,0
2022-02-28 09:10:59.231448,3333333333,xyz,Connected,0
2022-02-28 09:10:59.231448,4444444444,xyz,Connected,0
2022-02-28 09:10:59.231448,5555555555,xyz,Connected,0
2022-02-28 09:10:59.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:10:59.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:10:59.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:10:59.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:10:59.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:00.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:00.231448,2222222222,xyz,Connected,0
2022-02-28 09:11:00.231448,3333333333,xyz,Connected,0
2022-02-28 09:11:00.231448,4444444444,xyz,Connected,0
2022-02-28 09:11:00.231448,5555555555,xyz,Connected,0
2022-02-28 09:11:00.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:11:00.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:00.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:00.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:11:00.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:01.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:01.231448,2222222222,xyz,Connected,0
2022-02-28 09:11:01.231448,3333333333,xyz,Connected,0
2022-02-28 09:11:01.231448,4444444444,xyz,Connected,0
2022-02-28 09:11:01.231448,5555555555,xyz,Connected,0
2022-02-28 09:11:01.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:11:01.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:01.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:01.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:11:01.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:02.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:02.231448,2222222222,xyz,Connected,0
2022-02-28 09:11:02.231448,3333333333,xyz,Connected,0
2022-02-28 09:11:02.231448,4444444444,xyz,Connected,0
2022-02-28 09:11:02.231448,5555555555,xyz,Connected,0
2022-02-28 09:11:02.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:11:02.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:02.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:02.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:11:02.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:03.231448,2222222222,xyz,Connected,0
2022-02-28 09:11:03.231448,3333333333,xyz,Connected,0
2022-02-28 09:11:03.231448,4444444444,xyz,Connected,0
2022-02-28 09:11:03.231448,5555555555,xyz,Connected,0
2022-02-28 09:11:03.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:11:03.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:04.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:04.231448,2222222222,xyz,Connected,0
2022-02-28 09:11:04.231448,3333333333,xyz,Connected,0
2022-02-28 09:11:04.231448,4444444444,xyz,Connected,0
2022-02-28 09:11:04.231448,5555555555,xyz,Connected,0
2022-02-28 09:11:04.231448,1111111111,xyz,Disconnected,2000
2022-02-28 09:11:04.231448,2222222222,xyz,Disconnected,2000
2022-02-28 09:11:04.231448,3333333333,xyz,Disconnected,2000
2022-02-28 09:11:04.231448,4444444444,xyz,Disconnected,2000
2022-02-28 09:11:04.231448,5555555555,xyz,Disconnected,2000
2022-02-28 09:11:05.231448,1111111111,xyz,Connected,0
2022-02-28 09:11:05.231448,2222222222,xyz,Connected,0
