Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used
2022-02-18 00:47:15.079400,1111111111,xyz,Connected,0
2022-02-18 00:47:15.079400,2222222222,xyz,Connected,0
2022-02-18 00:47:15.079400,3333333333,xyz,Connected,0
2022-02-18 00:47:15.079400,4444444444,xyz,Connected,0
2022-02-18 00:47:15.079400,5555555555,xyz,Connected,0
2022-02-18 00:47:15.079400,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:15.079400,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:15.079400,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:15.079400,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:15.079400,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:16.079400,1111111111,xyz,Connected,0
2022-02-18 00:47:16.079400,2222222222,xyz,Connected,0
2022-02-18 00:47:16.079400,3333333333,xyz,Connected,0
2022-02-18 00:47:16.079400,4444444444,xyz,Connected,0
2022-02-18 00:47:16.079400,5555555555,xyz,Connected,0
2022-02-18 00:47:16.079400,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:16.079400,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:16.079400,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:16.079400,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:16.079400,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:17.079400,1111111111,xyz,Connected,0
2022-02-18 00:47:17.079400,2222222222,xyz,Connected,0
2022-02-18 00:47:17.079400,3333333333,xyz,Connected,0
2022-02-18 00:47:17.079400,4444444444,xyz,Connected,0
2022-02-18 00:47:17.079400,5555555555,xyz,Connected,0
2022-02-18 00:47:17.079400,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:17.079400,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:17.079400,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:17.079400,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:17.079400,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:18.079400,1111111111,xyz,Connected,0
2022-02-18 00:47:18.079400,2222222222,xyz,Connected,0
2022-02-18 00:47:18.079400,3333333333,xyz,Connected,0
2022-02-18 00:47:18.079400,4444444444,xyz,Connected,0
2022-02-18 00:47:18.079400,5555555555,xyz,Connected,0
2022-02-18 00:47:18.079400,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:18.079400,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:18.079400,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:18.079400,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:18.079400,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:19.079400,1111111111,xyz,Connected,0
2022-02-18 00:47:19.079400,2222222222,xyz,Connected,0
2022-02-18 00:47:19.079400,3333333333,xyz,Connected,0
2022-02-18 00:47:19.079400,4444444444,xyz,Connected,0
2022-02-18 00:47:19.080405,5555555555,xyz,Connected,0
2022-02-18 00:47:19.080405,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:19.080405,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:19.080405,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:19.080405,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:19.080405,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:20.080405,1111111111,xyz,Connected,0
2022-02-18 00:47:20.080405,2222222222,xyz,Connected,0
2022-02-18 00:47:20.080405,3333333333,xyz,Connected,0
2022-02-18 00:47:20.080405,4444444444,xyz,Connected,0
2022-02-18 00:47:20.080405,5555555555,xyz,Connected,0
2022-02-18 00:47:20.080405,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:20.080405,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:20.080405,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:20.080405,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:20.080405,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:21.080405,1111111111,xyz,Connected,0
2022-02-18 00:47:21.080405,2222222222,xyz,Connected,0
2022-02-18 00:47:21.080405,3333333333,xyz,Connected,0
2022-02-18 00:47:21.080405,4444444444,xyz,Connected,0
2022-02-18 00:47:21.080405,5555555555,xyz,Connected,0
2022-02-18 00:47:21.080405,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:21.080405,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:21.080405,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:21.080405,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:21.080405,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:25.084059,1111111111,xyz,Connected,0
2022-02-18 00:47:25.084059,2222222222,xyz,Connected,0
2022-02-18 00:47:25.084059,3333333333,xyz,Connected,0
2022-02-18 00:47:25.084059,4444444444,xyz,Connected,0
2022-02-18 00:47:25.084059,5555555555,xyz,Connected,0
2022-02-18 00:47:25.084059,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:25.084059,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:25.084059,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:25.084059,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:25.084059,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:26.084059,1111111111,xyz,Connected,0
2022-02-18 00:47:26.084059,2222222222,xyz,Connected,0
2022-02-18 00:47:26.084059,3333333333,xyz,Connected,0
2022-02-18 00:47:26.084059,4444444444,xyz,Connected,0
2022-02-18 00:47:26.084059,5555555555,xyz,Connected,0
2022-02-18 00:47:26.084059,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:26.084059,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:26.084059,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:26.084059,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:26.084059,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:27.085191,1111111111,xyz,Connected,0
2022-02-18 00:47:27.085191,2222222222,xyz,Connected,0
2022-02-18 00:47:27.085191,3333333333,xyz,Connected,0
2022-02-18 00:47:27.085191,4444444444,xyz,Connected,0
2022-02-18 00:47:27.085191,5555555555,xyz,Connected,0
2022-02-18 00:47:27.085191,1111111111,xyz,Disconnected,2000
2022-02-18 00:47:27.085191,2222222222,xyz,Disconnected,2000
2022-02-18 00:47:27.085191,3333333333,xyz,Disconnected,2000
2022-02-18 00:47:27.085191,4444444444,xyz,Disconnected,2000
2022-02-18 00:47:27.085191,5555555555,xyz,Disconnected,2000
2022-02-18 00:47:28.085191,1111111111,xyz,Connected,0
2022-02-18 00:47:28.085191,2222222222,xyz,Connected,0
2022-02-18 00:47:28.085191,3333333333,xyz,Connected,0
2022-02-18 00:47:28.085191,2222222222,xyz,Connected,0
2022-02-18 00:47:28.085191,3333333333,xyz,Connected,0
2022-02-18 00:47:28.085191,4444444444,xyz,Connected,0
