Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 15:47:16.104534,1111111111,xyz,Connected,0,A000001
2022-03-11 15:47:16.104534,2222222222,xyz,Connected,0,A000002
2022-03-11 15:47:16.104534,3333333333,xyz,Connected,0,A000003
2022-03-11 15:47:16.104534,4444444444,xyz,Connected,0,A000004
2022-03-11 15:47:16.104534,5555555555,xyz,Connected,0,A000005
2022-03-11 15:47:18.120196,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 15:47:18.120196,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 15:47:18.120196,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 15:47:18.120196,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 15:47:18.120196,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 15:47:23.121897,1111111111,xyz,Connected,0,A000001
2022-03-11 15:47:23.121897,2222222222,xyz,Connected,0,A000002
2022-03-11 15:47:23.121897,3333333333,xyz,Connected,0,A000003
2022-03-11 15:47:23.121897,4444444444,xyz,Connected,0,A000004
2022-03-11 15:47:23.121897,5555555555,xyz,Connected,0,A000005
2022-03-11 15:47:25.123592,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 15:47:25.123592,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 15:47:25.123592,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 15:47:25.123592,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 15:47:25.123592,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 15:47:30.128426,1111111111,xyz,Connected,0,A000001
2022-03-11 15:47:30.128426,2222222222,xyz,Connected,0,A000002
2022-03-11 15:47:30.128426,3333333333,xyz,Connected,0,A000003
2022-03-11 15:47:30.128426,4444444444,xyz,Connected,0,A000004
2022-03-11 15:47:30.128426,5555555555,xyz,Connected,0,A000005
2022-03-11 15:47:32.143341,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 15:47:32.143341,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 15:47:32.143341,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 15:47:32.143341,4444444444,xyz,Disconnected,2000,A000004
