Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:33:35.438177,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:35.438177,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:35.438177,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:35.438177,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:35.438177,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:35.442164,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:35.442164,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:35.442164,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:35.442164,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:35.442164,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:35.444157,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:35.444157,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:35.444157,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:35.444157,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:35.444157,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:35.448144,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:35.448144,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:35.448144,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:35.448144,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:35.448144,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:35.450138,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:35.450138,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:35.450138,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:35.450138,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:35.450138,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:35.454124,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:35.454124,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:35.454124,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:35.454124,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:35.454124,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:35.456117,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:35.456117,2222222222,xyz,Connected,0,A000002
