Time,ICCID(SIM ID),Arbitrary Column,Connection Event,Bytes Used,NodeID
2022-03-11 02:33:32.538856,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:32.538856,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:32.538856,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:32.538856,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:32.538856,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:32.541860,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:32.541860,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:32.541860,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:32.541860,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:32.541860,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:32.543851,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:32.543851,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:32.543851,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:32.543851,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:32.543851,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:32.547829,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:32.547829,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:32.547829,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:32.547829,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:32.547829,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:32.549823,1111111111,xyz,Connected,0,A000001
2022-03-11 02:33:32.549823,2222222222,xyz,Connected,0,A000002
2022-03-11 02:33:32.549823,3333333333,xyz,Connected,0,A000003
2022-03-11 02:33:32.549823,4444444444,xyz,Connected,0,A000004
2022-03-11 02:33:32.549823,5555555555,xyz,Connected,0,A000005
2022-03-11 02:33:32.553808,1111111111,xyz,Disconnected,2000,A000001
2022-03-11 02:33:32.553808,2222222222,xyz,Disconnected,2000,A000002
2022-03-11 02:33:32.553808,3333333333,xyz,Disconnected,2000,A000003
2022-03-11 02:33:32.553808,4444444444,xyz,Disconnected,2000,A000004
2022-03-11 02:33:32.553808,5555555555,xyz,Disconnected,2000,A000005
2022-03-11 02:33:32.555803,1111111111,xyz,Connected,0,A000001
